symbol,entry_date,entry_price,quantity,investment,additional_capital_needed,cash_after_entry,stop_loss,take_profit,exit_date,exit_price,exit_reason,pnl,return_pct
AARTIIND,2023-01-27,535.7,1866,999616.2000000001,0,3256317.27894519,505.6362487881208,567.204689014849,2023-02-06,567.204689014849,take_profit,58787.74970170817,5.881032110294748
COLPAL,2023-01-27,1456.0,686,998816.0,0,3315905.2286468986,1415.0997512075187,1523.400497584963,2023-03-24,1523.400497584963,take_profit,46236.7413432846,4.629155053912292
INDUSTOWER,2023-01-27,157.0,1402,220114.0,0,4140843.9699901836,145.1924306492288,168.06605548061697,2023-01-27,145.1924306492288,stop_loss,-16554.212229781206,-7.5207448094084
INDUSTOWER,2023-01-30,137.6,7267,999939.2,0,3344464.5577604026,121.03047131714102,149.77562294628717,2023-01-30,149.77562294628717,take_profit,88480.25195066891,8.848563187708706
ADANIENT,2023-01-30,2850.0,62,176700.0,0,4256184.009711072,2442.1726940574263,3240.36595891386,2023-02-01,2442.1726940574263,stop_loss,-25285.29296843957,-14.309730033072762
ICICIBANK,2023-01-30,800.0,1,800.0,0,4406798.716742632,788.5467164908949,874.5065670182103,2023-02-01,874.5065670182103,take_profit,74.50656701821026,9.313320877276283
INDUSTOWER,2023-01-31,147.2,6793,999929.6,0,3407743.62330965,129.67472336591666,160.77022130726667,2023-02-06,160.77022130726667,take_profit,92182.51334026255,9.218900344610516
INDUSINDBK,2023-01-31,1097.05,80,87764.0,0,4412091.736649913,989.6063132689476,1208.3824240772626,2023-05-12,1208.3824240772626,take_profit,8906.593926181013,10.148345478990262
BEL,2023-01-31,90.3,9,812.6999999999999,0,4507949.630576094,84.44534615527473,97.95930768945054,2023-02-16,97.95930768945054,take_profit,68.93376920505489,8.482068316113558
ADANIGREEN,2023-02-02,1039.85,146,151818.09999999998,0,4357013.164345299,789.0552532901859,1594.903696051777,2023-02-09,789.0552532901859,stop_loss,-36616.03301963285,-24.11835810066972
HDFCLIFE,2023-02-03,496.0,1,496.0,0,4471719.231325666,451.051387179795,555.1729192303075,2023-04-24,555.1729192303075,take_profit,59.17291923030746,11.930024038368439
DIVISLAB,2023-02-07,2790.15,358,998873.7000000001,0,3473400.704244897,2599.7211237255297,3015.70516836596,2023-04-12,3015.70516836596,take_profit,80748.7502750137,8.083980014191354
GLAND,2023-02-07,1175.0,851,999925.0,0,3553098.15451991,1091.837754971904,1334.4244900561923,2023-02-08,1334.4244900561923,take_profit,135670.24103781968,13.568041706909986
ADANIENT,2023-02-07,1571.0,96,150816.0,0,4537877.3955577295,885.8019343525727,2603.047098471141,2023-05-23,2603.047098471141,take_profit,99076.52145322954,65.69364089568053
MUTHOOTFIN,2023-02-24,961.8,1039,999310.2,0,3788459.717010959,916.0745717280548,1018.5131424079176,2023-03-15,916.0745717280548,stop_loss,-47508.71997455099,-4.7541514110984755
LICI,2023-02-28,568.0,457,259576.0,0,4480685.197036408,538.7404124132671,604.0119844834161,2023-03-01,604.0119844834161,take_profit,16457.47690892115,6.3401381132774794
CIPLA,2023-03-02,901.95,306,275996.7,0,4480721.973945329,843.7418046321824,955.4581953678176,2023-05-29,955.4581953678176,take_profit,16373.507782552157,5.932501288077776
TATACONSUM,2023-03-16,680.55,1398,951408.8999999999,0,3821683.2817278816,650.4092464053227,713.5289043136127,2023-04-05,713.5289043136127,take_profit,46104.508230430554,4.8459193760359565
COALINDIA,2023-03-27,177.5,5633,999857.5,0,3819339.1899583116,166.37876233601847,190.7354851967778,2023-04-05,190.7354851967778,take_profit,74555.48811344936,7.456611378466367
MPHASIS,2023-03-27,1690.1,27,45632.7,0,4848119.478071761,1589.432843548499,1868.3343129030025,2023-05-19,1868.3343129030025,take_profit,4812.326448381069,10.545785036566036
INFY,2023-04-18,1269.95,787,999450.65,0,3899113.8545201425,1186.812406802484,1401.2751863950318,2023-07-14,1401.2751863950318,take_profit,103352.92169289001,10.3409729827971
DABUR,2023-05-08,508.0,1968,999744.0,0,4002173.4262130326,480.3786136236667,534.5456636515999,2023-05-16,534.5456636515999,take_profit,52241.866066348506,5.225524340866112
ZYDUSLIFE,2023-05-22,484.95,2062,999966.9,0,4054192.3922793814,466.1576583413008,523.2423416586992,2023-06-05,523.2423416586992,take_profit,78958.80850023769,7.8961422123309974
GLAND,2023-05-23,917.0,1090,999530.0,0,4133588.100779619,786.1052718588297,1108.4394562823404,2023-07-10,1108.4394562823404,take_profit,208669.00734775106,20.876712789786307
VEDL,2023-08-07,206.0,4854,999924.0,0,4341863.1081273705,194.64202479295233,225.86595041409535,2023-08-14,194.64202479295233,stop_loss,-55131.6116550094,-5.5135801975959575
MUTHOOTFIN,2023-08-21,1229.65,813,999705.4500000001,0,4286950.04647236,1180.2312778819046,1333.653083177143,2023-09-15,1333.653083177143,take_profit,84554.50662301709,8.457941949102816
ZYDUSLIFE,2023-09-25,591.1,1691,999550.1000000001,0,4371659.903095378,556.7084372544757,634.4915627455243,2023-11-16,634.4915627455243,take_profit,73375.13260268161,7.340815893338573
VEDL,2023-09-28,167.0,5988,999996.0,0,4444589.13569806,158.14882550395862,184.70234899208273,2023-10-03,184.70234899208273,take_profit,106001.66576459141,10.60020897729505
DABUR,2023-10-20,523.0,1912,999976.0,0,4550610.801462651,506.3662273846472,548.7905271384234,2023-10-26,506.3662273846472,stop_loss,-31803.7732405546,-3.1804536549431788
ADANIGREEN,2023-10-25,881.0,1135,999935.0,0,4518848.028222097,815.1660935231107,959.5606877722672,2023-11-28,959.5606877722672,take_profit,89166.38062152329,8.917217681301613
MPHASIS,2023-10-25,2075.0,481,998075.0,0,4609874.408843621,1950.009135858519,2298.431728282963,2023-11-16,2298.431728282963,take_profit,107470.66130410516,10.767794134118693
INFY,2023-10-26,1355.05,737,998671.85,0,4716748.220147726,1328.6923735897992,1452.7652528204014,2023-11-16,1452.7652528204014,take_profit,72016.14132863589,7.2111916770895155
ASIANPAINT,2023-10-27,2932.8,340,997152.0000000001,0,4790284.211476362,2851.2597511553945,3123.860373266909,2023-11-16,3123.860373266909,take_profit,64960.52691074897,6.5146062897882135
DABUR,2023-10-27,510.9,884,451635.6,0,5400761.138387112,487.033979287067,534.1492248555196,2023-11-03,534.1492248555196,take_profit,20552.31477227935,4.550640997361446
INDUSINDBK,2024-01-24,1459.95,684,998605.8,0,4874343.253159392,1324.7157625592738,1582.0810849288716,2024-10-21,1324.7157625592738,stop_loss,-92500.21840945675,-9.262936226632847
ASIANPAINT,2024-01-24,3055.0,327,998985.0,0,4781463.834749935,2912.9746035339076,3267.288094699138,2024-02-05,2912.9746035339076,stop_loss,-46442.30464441221,-4.648949147826265
HDFCBANK,2024-01-24,1380.25,724,999301.0,0,4734705.530105523,1347.4795322239322,1547.1557016641011,2024-04-05,1547.1557016641011,take_profit,120839.7280048092,12.092425405839602
ITC,2024-02-09,354.7,2819,999899.2999999999,0,4854946.9581103325,336.3237743215288,385.2214708141655,2024-05-07,385.2214708141655,take_profit,86040.02622513262,8.604869132834938
UPL,2024-02-12,443.0,2257,999851.0,0,4941035.284335465,416.0385190410873,485.8229619178255,2024-04-10,485.8229619178255,take_profit,96651.42504853221,9.666582825694249
ASIANPAINT,2024-02-29,2785.0,359,999815.0,0,5037722.709383997,2674.907022373291,2973.514466440063,2024-05-02,2973.514466440063,take_profit,67676.69345198269,6.768921595693472
MUTHOOTFIN,2024-02-29,1267.05,654,828650.7,0,5276563.70283598,1196.399491258662,1392.150763112007,2024-03-05,1392.150763112007,take_profit,81815.89907525267,9.87338803614752
DABUR,2024-03-14,517.0,1761,910437.0,0,5276593.301911233,497.8604362268899,546.4574765277323,2024-04-15,497.8604362268899,stop_loss,-33704.77180444693,-3.702043283000024
COALINDIA,2024-03-18,400.25,1,400.25,0,6152925.280106786,357.5998516013543,449.7801780783748,2024-05-03,449.7801780783748,take_profit,49.530178078374774,12.374810263179207
HCLTECH,2024-04-22,1452.2,688,999113.6,0,5154261.4602848645,1382.5640038196582,1512.4359961803418,2024-04-25,1512.4359961803418,take_profit,41442.36537207514,4.1479132475101075
HCLTECH,2024-04-30,1376.4,726,999266.4,0,5195551.0256569395,1305.828179853923,1468.971820146077,2024-05-10,1305.828179853923,stop_loss,-51235.141426051916,-5.127275511920736
RECLTD,2024-06-25,523.7,1909,999743.3,0,5143838.984230888,482.6308322820591,599.2383354358818,2024-07-08,599.2383354358818,take_profit,144202.6823470983,14.423970868031654
HAVELLS,2024-08-13,1815.0,550,998250.0,0,5289534.966577986,1742.0053819724,1946.1392360551995,2024-08-27,1946.1392360551995,take_profit,72126.57983035973,7.225302261994463
COALINDIA,2024-09-09,472.25,2117,999753.25,0,5360158.296408346,439.2670038698235,513.0395953562117,2024-10-28,439.2670038698235,stop_loss,-69825.00280758366,-6.984223637941028
